player_id,player_url,player_position,wage,height_cm,weight_kg,bmi,player_age,league_country,final_year_contract,nationality,preferred_foot,body_type,attack_work_rate,defence_work_rate,pace,shooting,passing,dribbling,defending,physic,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_jumping,power_stamina,power_strength,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,minutes_per_match,games_missed,injury,injury_category
272384,https://www.transfermarkt.com/isaac-hovar/profil/spieler/1005161,Fullback,550,178,71,22.41,20,Australia,Yes,Australia,Left,Lean,Medium,Medium,70,39,44,53,46,54,72,68,70,46,68,48,59,54,51,47,42,44,33,45,80.17,0,none,Low-risk
234870,https://www.transfermarkt.com/efecan-karaca/profil/spieler/50655,Centre-Midfield,14000,166,56,20.32,33,Türkiye,Yes,Türkiye,Right,Lean,High,Medium,78,63,71,77,44,49,81,75,85,74,93,54,76,39,40,41,71,72,73,75,74.66,0,none,Low-risk
275706,https://www.transfermarkt.com/brian-beyer/profil/spieler/651360,Attacker,2000,184,80,23.63,26,Switzerland,Yes,France,Right,Stocky,High,High,67,65,54,66,35,74,66,67,64,70,62,75,73,75,74,28,62,56,59,64,50.71,0,none,Low-risk
237335,https://www.transfermarkt.com/grigoris-kastanos/profil/spieler/298635,Centre-Midfield,15000,179,71,22.16,25,Italy,No,Cyprus,Left,Lean,Medium,Low,67,64,68,73,39,63,66,67,68,62,77,64,54,68,59,40,67,70,59,66,56.25,13,"Knee injury,Knee injury",High-risk
239901,https://www.transfermarkt.com/sasa-kalajdzic/profil/spieler/369567,Attacker,63000,200,90,22.5,25,England,No,Austria,Right,Unique,Medium,Medium,55,75,68,72,46,71,57,53,52,78,45,87,67,83,44,34,81,75,57,74,21.69,0,Cruciate ligament tear,Low-risk
244723,https://www.transfermarkt.com/felipe-silva/profil/spieler/908236,Centre-Back,15000,193,90,24.16,21,Portugal,Yes,Brazil,Left,Normal,High,Medium,71,73,58,67,28,83,73,70,60,63,66,92,81,89,70,23,74,65,67,68,59.67,0,none,Low-risk
198077,https://www.transfermarkt.com/patrick-herrmann/profil/spieler/32711,Attacker,17000,179,71,22.16,32,Germany,Yes,Germany,Right,Lean,Medium,Medium,71,72,70,72,34,59,73,69,75,67,74,64,66,56,58,29,69,67,62,68,9.75,1,Knee problems,Low-risk
271498,https://www.transfermarkt.com/mats-lemmens/profil/spieler/805696,Fullback,2000,186,81,23.41,21,Italy,Yes,Belgium,Right,Normal,Low,High,64,35,48,47,60,66,63,64,54,62,48,62,66,67,63,64,45,44,52,41,0,0,none,Low-risk
262389,https://www.transfermarkt.com/kosmas-gezos/profil/spieler/191850,Centre-Midfield,3000,182,77,23.25,30,Austria,No,Greece,Right,Normal,Medium,Medium,50,46,54,54,66,75,49,51,58,63,60,77,68,80,73,67,32,50,58,61,77.6,0,none,Low-risk
225712,https://www.transfermarkt.com/dylan-bahamboula/profil/spieler/290928,Centre-Midfield,2000,185,70,20.45,28,Scotland,Yes,Congo,Right,Lean,High,Low,82,60,56,67,42,68,81,82,76,57,68,82,68,74,47,45,56,58,57,67,0,0,none,Low-risk
244470,https://www.transfermarkt.com/vladimir-coufal/profil/spieler/157672,Fullback,60000,175,76,24.82,30,England,Yes,Czech Republic,Right,Normal,High,High,65,56,72,73,77,80,70,61,64,77,76,77,84,75,86,76,68,68,49,72,86.45,0,none,Low-risk
244442,https://www.transfermarkt.com/william-le-pogam/profil/spieler/126514,Fullback,2000,183,73,21.8,30,Switzerland,No,France,Left,Normal,Medium,Medium,63,34,55,62,56,63,64,62,62,65,64,59,83,59,51,56,53,33,39,65,82.38,0,none,Low-risk
270928,https://www.transfermarkt.com/severin-ottiger/profil/spieler/583026,Fullback,2000,183,80,23.89,20,Switzerland,No,Switzerland,Right,Normal,Medium,Medium,70,44,53,66,58,67,66,73,77,60,63,56,72,67,62,57,44,47,42,56,67.38,0,none,Low-risk
235054,https://www.transfermarkt.com/ivan-vujica/profil/spieler/240436,Fullback,1000,180,83,25.62,26,Australia,No,Australia,Left,Normal,Medium,Medium,62,39,53,58,61,71,62,62,66,58,71,66,79,69,65,61,43,51,37,56,87.17,0,none,Low-risk
263099,https://www.transfermarkt.com/mees-de-wit/profil/spieler/315254,Fullback,5000,181,78,23.81,25,Netherlands,No,Netherlands,Left,Normal,High,Low,75,52,65,68,61,71,76,74,54,65,63,73,84,68,62,61,67,62,49,62,41.73,27,"Foot injury,Hamstring injury",High-risk
233098,https://www.transfermarkt.com/sherel-floranus/profil/spieler/315211,Fullback,3000,181,74,22.59,24,Netherlands,No,Curacao,Right,Normal,High,Medium,85,46,58,68,61,73,82,88,81,65,70,75,74,71,78,63,61,44,40,63,87.19,4,Ankle injury,Low-risk
211363,https://www.transfermarkt.com/tom-lockyer/profil/spieler/207742,Centre-Back,37000,185,72,21.04,28,England,No,Wales,Right,Normal,Medium,High,64,36,54,61,74,79,65,64,68,72,64,81,77,80,79,75,38,49,39,65,81.13,0,none,Low-risk
237003,https://www.transfermarkt.com/samuele-birindelli/profil/spieler/461019,Fullback,30000,176,70,22.6,23,Italy,No,Italy,Right,Normal,High,Medium,82,52,65,71,70,66,79,85,81,68,80,71,79,60,63,70,60,59,56,68,57.6,1,Ankle problems,Low-risk
263745,https://www.transfermarkt.com/christian-witzig/profil/spieler/507490,Wide-Midfield,3000,178,69,21.78,22,Switzerland,No,Switzerland,Right,Normal,High,Medium,67,61,64,67,59,64,68,66,72,64,73,66,72,61,62,60,65,65,51,60,80.69,0,none,Low-risk
261530,https://www.transfermarkt.com/dario-essugo/profil/spieler/670717,Centre-Midfield,2000,178,79,24.93,18,Portugal,No,Portugal,Right,Stocky,Medium,High,65,52,60,68,67,72,63,66,74,68,79,70,67,75,70,70,65,65,52,60,22.6,0,none,Low-risk
256118,https://www.transfermarkt.com/yannik-keitel/profil/spieler/342039,Centre-Midfield,13000,186,85,24.57,23,Germany,Yes,Germany,Right,Normal,Low,Medium,65,48,63,66,69,73,63,67,66,70,64,79,65,73,79,68,49,65,48,64,56.67,0,none,Low-risk
259762,https://www.transfermarkt.com/victor-kristiansen/profil/spieler/564529,Fullback,20000,181,77,23.5,20,Italy,Yes,Denmark,Left,Normal,High,High,74,55,63,72,68,75,75,74,71,69,73,73,83,71,74,69,61,56,52,66,74.18,3,Hamstring injury,Low-risk
255337,https://www.transfermarkt.com/ryan-johansson/profil/spieler/351071,Attacker,800,180,75,23.15,22,Germany,No,Ireland,Right,Normal,Medium,Medium,62,42,59,58,58,57,58,65,54,63,68,52,63,57,52,60,47,57,43,58,0,4,muscular problems,Low-risk
277622,https://www.transfermarkt.com/joey-skinner/profil/spieler/747113,Fullback,850,183,63,18.81,21,United States,Yes,United States,Left,Lean,Medium,Medium,61,25,31,47,53,47,68,56,50,53,68,35,61,40,50,45,39,39,39,38,3,0,none,Low-risk
244883,https://www.transfermarkt.com/abdulrahman-al-yami/profil/spieler/509895,Attacker,5000,170,73,25.26,26,Saudi Arabia,No,Saudi Arabia,Right,Lean,Medium,Low,82,54,46,58,20,54,81,82,62,50,71,70,50,60,38,15,51,51,50,53,12.75,0,none,Low-risk
270497,https://www.transfermarkt.com/said-hamulic/profil/spieler/652996,Attacker,8000,188,76,21.5,22,Netherlands,Yes,Bosnia-Herzegovina,Right,Normal,High,Medium,79,65,59,67,28,67,83,75,76,65,71,82,67,71,51,18,67,63,62,67,57.5,0,none,Low-risk
250818,https://www.transfermarkt.com/anderson-silva/profil/spieler/522714,Attacker,8000,186,85,24.57,25,Türkiye,No,Brazil,Left,Normal,High,Low,74,69,58,66,27,70,71,77,60,67,58,75,75,71,62,20,68,59,66,63,30.77,3,Fitness,Low-risk
225508,https://www.transfermarkt.com/eric-bailly/profil/spieler/286384,Centre-Back,24000,187,77,22.02,29,Spain,Yes,Cote d'Ivoire,Right,Normal,Medium,Medium,68,42,59,66,76,72,64,71,61,75,60,82,40,84,80,77,47,59,46,76,80.62,9,"Muscle injury,Hamstring strain,Hamstring strain",High-risk
227758,https://www.transfermarkt.com/simon-murray/profil/spieler/177130,Attacker,2000,183,70,20.9,31,Scotland,Yes,Scotland,Right,Normal,High,Medium,80,62,45,60,21,61,77,82,71,59,61,76,64,69,35,13,58,54,67,54,80.26,0,none,Low-risk
220905,https://www.transfermarkt.com/jean-eudes-aholou/profil/spieler/178313,Centre-Midfield,20000,186,71,20.52,29,France,Yes,Cote d'Ivoire,Left,Normal,Medium,Medium,60,63,71,71,73,77,63,57,64,75,56,76,74,80,75,74,70,74,50,75,0,0,none,Low-risk
231241,https://www.transfermarkt.com/tobias-svendsen/profil/spieler/367250,Centre-Midfield,1000,172,66,22.31,24,Norway,No,Norway,Right,Stocky,High,Medium,80,54,59,67,53,69,82,79,78,60,84,64,68,68,72,56,62,60,48,65,63.33,0,none,Low-risk
233216,https://www.transfermarkt.com/phillip-tietz/profil/spieler/288340,Attacker,20000,190,86,23.82,25,Germany,No,Germany,Right,Normal,Medium,Medium,68,72,56,67,33,76,62,73,63,71,55,79,72,82,63,25,76,63,65,72,69.57,0,none,Low-risk
275422,https://www.transfermarkt.com/chiel-olde-keizer/profil/spieler/703775,Fullback,950,180,73,22.53,20,Netherlands,Yes,Netherlands,Left,Normal,Medium,Medium,68,34,43,56,53,67,71,66,64,57,69,67,72,67,62,56,44,48,43,56,0,0,none,Low-risk
238409,https://www.transfermarkt.com/marlon-fossey/profil/spieler/408562,Fullback,6000,179,76,23.72,24,Belgium,No,United States,Right,Normal,High,High,84,47,62,69,65,65,84,84,84,67,78,87,74,61,58,72,70,62,49,64,67.97,11,"Knee injury,Hamstring injury,Knee injury",High-risk
231207,https://www.transfermarkt.com/jhon-lucumi/profil/spieler/413565,Centre-Back,24000,187,82,23.45,25,Italy,No,Colombia,Left,Normal,Medium,High,68,28,59,63,73,79,67,69,63,70,60,84,71,84,73,74,33,36,36,71,77.39,7,Thigh problems,High-risk
224423,https://www.transfermarkt.com/maximilian-wittek/profil/spieler/196793,Fullback,18000,173,68,22.72,27,Germany,No,Germany,Left,Normal,High,Low,78,67,68,72,66,73,77,78,79,71,85,73,79,68,77,66,71,58,52,72,54.78,0,none,Low-risk
199131,https://www.transfermarkt.com/anton-tinnerholm/profil/spieler/109196,Fullback,6000,176,75,24.21,33,Sweden,No,Sweden,Right,Normal,High,High,70,52,65,67,66,75,66,74,69,72,66,58,87,71,76,68,64,64,35,68,10.67,0,none,Low-risk
275857,https://www.transfermarkt.com/joey-jacobs/profil/spieler/361124,Centre-Back,1000,183,79,23.59,23,Netherlands,Yes,Netherlands,Right,Normal,Medium,High,58,33,44,42,62,65,57,58,50,62,62,68,62,68,62,60,28,29,49,56,74.6,0,none,Low-risk
230980,https://www.transfermarkt.com/jacob-tratt/profil/spieler/392047,Centre-Back,700,190,85,23.55,28,Australia,Yes,Australia,Right,Normal,Medium,Medium,52,41,50,51,56,77,48,56,60,54,47,69,74,81,73,58,54,45,36,51,89.3,0,Torn knee ligaments,Low-risk
263343,https://www.transfermarkt.com/naatan-skytta/profil/spieler/567309,Centre-Midfield,4000,170,69,23.88,21,France,No,Finland,Left,Normal,Medium,Medium,65,53,65,70,45,48,61,69,66,58,80,44,58,46,40,33,64,68,55,60,19.46,0,none,Low-risk
234488,https://www.transfermarkt.com/mikkel-rygaard/profil/spieler/51349,Centre-Midfield,8000,176,69,22.28,33,Sweden,Yes,Denmark,Left,Lean,Medium,Medium,65,73,77,77,61,66,72,60,85,75,88,64,71,63,70,63,75,79,61,77,80.86,0,none,Low-risk
204322,https://www.transfermarkt.com/rory-mckenzie/profil/spieler/177550,Attacker,2000,175,75,24.49,29,Scotland,Yes,Scotland,Right,Normal,High,High,77,54,57,64,50,64,79,75,86,55,80,72,76,58,61,45,55,56,63,56,25.88,0,none,Low-risk
238794,https://www.transfermarkt.com/vinicius-junior/profil/spieler/371998,Attacker,310000,176,73,23.57,22,Spain,No,Brazil,Right,Lean,High,High,95,82,78,90,29,68,95,95,94,86,84,74,84,64,58,26,87,81,65,79,79.08,14,"Torn thigh muscle,Hamstring muscle injury",High-risk
264401,https://www.transfermarkt.com/bamo-meite/profil/spieler/807165,Centre-Back,9000,183,75,22.4,21,France,Yes,Cote d'Ivoire,Right,Normal,Medium,Medium,57,33,39,45,71,68,48,64,35,62,58,66,65,69,72,69,33,35,42,55,44.48,9,Ankle sprain,High-risk
276375,https://www.transfermarkt.com/august-ljungberg/profil/spieler/1110466,Centre-Midfield,500,180,75,23.15,19,Sweden,No,Sweden,Left,Normal,Medium,Medium,67,49,50,56,23,52,69,66,56,42,58,49,53,55,43,21,53,54,53,56,26.91,0,none,Low-risk
232162,https://www.transfermarkt.com/steven-ugarkovic/profil/spieler/262971,Centre-Midfield,5000,179,71,22.16,28,Australia,No,Australia,Right,Normal,Medium,High,66,51,63,66,63,76,68,65,71,65,76,74,90,75,60,64,59,68,51,63,79.85,0,none,Low-risk
263186,https://www.transfermarkt.com/herman-sjogrell/profil/spieler/805152,Attacker,800,179,75,23.41,23,Sweden,No,Sweden,Left,Lean,Medium,Medium,73,55,51,60,30,54,72,73,70,42,72,53,56,55,50,30,56,56,49,57,44.79,0,none,Low-risk
229743,https://www.transfermarkt.com/alessandro-deiola/profil/spieler/235931,Centre-Midfield,10000,189,85,23.8,27,Italy,No,Italy,Right,Lean,High,High,61,66,63,63,68,78,60,61,56,70,48,76,77,80,77,70,74,63,52,62,59.17,0,none,Low-risk
235149,https://www.transfermarkt.com/jerdy-schouten/profil/spieler/347900,Centre-Midfield,15000,185,74,21.62,26,Italy,No,Netherlands,Right,Lean,Medium,High,60,56,67,74,74,68,63,58,66,75,70,68,77,63,69,77,62,68,57,73,0,0,none,Low-risk
272604,https://www.transfermarkt.com/ali-ahmed/profil/spieler/995642,Centre-Midfield,1000,180,70,21.6,23,United States,No,Canada,Right,Lean,High,Medium,75,53,53,65,55,55,75,75,64,55,69,52,65,51,52,55,55,57,39,65,61.83,0,none,Low-risk
252495,https://www.transfermarkt.com/jakub-kaminski/profil/spieler/407098,Attacker,32000,179,68,21.22,21,Germany,No,Poland,Right,Lean,High,Medium,85,67,67,78,47,58,87,83,86,63,71,74,74,54,44,47,71,73,52,63,31.89,0,none,Low-risk
237732,https://www.transfermarkt.com/odysseus-velanas/profil/spieler/360520,Centre-Midfield,4000,180,70,21.6,25,Netherlands,No,Netherlands,Right,Normal,High,Medium,69,66,63,67,43,64,70,69,69,67,71,58,68,62,64,38,68,70,60,70,69.81,0,none,Low-risk
233510,https://www.transfermarkt.com/tahith-chong/profil/spieler/344830,Attacker,24000,185,75,21.91,23,England,No,Netherlands,Left,Lean,High,High,81,63,67,71,50,63,79,83,74,64,58,67,69,59,65,42,67,68,51,69,60.68,0,none,Low-risk
237807,https://www.transfermarkt.com/dylan-vente/profil/spieler/369319,Attacker,4000,181,70,21.37,24,Scotland,No,Netherlands,Right,Normal,High,High,74,67,55,66,27,57,75,74,75,68,64,74,65,62,32,30,70,62,62,67,65.62,0,none,Low-risk
210389,https://www.transfermarkt.com/brad-smith/profil/spieler/175745,Fullback,2000,177,70,22.34,30,United States,Yes,Australia,Left,Normal,High,High,79,49,61,64,61,64,78,80,75,61,73,68,60,63,68,60,61,59,40,61,27.1,0,none,Low-risk
256669,https://www.transfermarkt.com/faris-moumbagna/profil/spieler/599663,Attacker,3000,185,82,23.96,23,France,No,Cameroon,Left,Normal,High,Medium,86,64,52,65,27,79,84,87,71,61,80,90,68,88,67,22,67,55,58,63,43.05,0,none,Low-risk
233500,https://www.transfermarkt.com/luis-sinisterra/profil/spieler/512385,Attacker,41000,172,60,20.28,24,England,Yes,Colombia,Right,Normal,High,Medium,89,72,70,84,53,61,92,87,93,74,87,78,70,56,56,50,76,73,55,77,41.78,0,none,Low-risk
204341,https://www.transfermarkt.com/luis-neto/profil/spieler/56036,Centre-Back,8000,185,72,21.04,35,Portugal,Yes,Portugal,Right,Lean,Low,High,58,37,54,56,77,72,50,65,67,65,59,76,66,72,78,78,44,46,47,70,39.53,0,none,Low-risk
268685,https://www.transfermarkt.com/jackson-hopkins/profil/spieler/912098,Attacker,800,188,74,20.94,20,United States,No,United States,Right,Lean,High,Medium,64,38,55,57,38,59,67,62,57,58,56,53,64,60,52,42,60,53,41,50,58.56,5,Back problems,Low-risk
252936,https://www.transfermarkt.com/alexis-flips/profil/spieler/395242,Centre-Midfield,20000,173,68,22.72,23,Belgium,No,France,Right,Lean,High,Medium,72,70,72,75,45,63,73,72,71,75,77,66,68,61,59,46,74,74,65,70,36.23,0,none,Low-risk
252310,https://www.transfermarkt.com/miguel-reisinho/profil/spieler/478366,Centre-Midfield,3000,184,78,23.04,24,Portugal,No,Portugal,Right,Lean,Medium,Medium,53,52,63,63,58,68,54,53,61,60,57,67,61,74,63,54,58,67,63,64,69.33,0,none,Low-risk
232127,https://www.transfermarkt.com/aboubakar-keita/profil/spieler/294807,Centre-Midfield,2000,188,76,21.5,26,Sweden,Yes,Cote d'Ivoire,Right,Lean,Medium,Medium,63,48,56,64,61,71,64,63,62,61,58,73,64,73,74,64,51,61,40,65,45,0,none,Low-risk
259754,https://www.transfermarkt.com/eren-elmali/profil/spieler/616894,Fullback,19000,183,76,22.69,22,Türkiye,No,Türkiye,Left,Normal,High,Medium,80,40,62,68,65,74,76,84,70,66,68,76,79,74,66,65,66,56,43,67,89.24,3,Muscle injury,Low-risk
260920,https://www.transfermarkt.com/julian-rijkhoff/profil/spieler/720799,Attacker,500,183,72,21.5,18,Netherlands,No,Netherlands,Right,Normal,Medium,Low,70,62,51,70,25,43,72,69,79,59,74,52,55,41,29,24,65,58,61,58,7.2,0,none,Low-risk
245065,https://www.transfermarkt.com/diego-palacios/profil/spieler/425567,Fullback,5000,169,68,23.81,24,Brazil,No,Ecuador,Left,Normal,High,Medium,75,33,63,71,68,67,76,75,72,66,86,66,77,62,69,67,58,59,37,66,45,25,Knee injury,High-risk
239042,https://www.transfermarkt.com/hussain-al-qahtani/profil/spieler/901124,Centre-Midfield,14000,177,69,22.02,28,Saudi Arabia,Yes,Saudi Arabia,Right,Lean,High,Medium,62,60,67,68,59,65,66,59,67,65,69,63,76,62,60,61,62,68,60,68,62,0,none,Low-risk
197837,https://www.transfermarkt.com/dedryck-boyata/profil/spieler/88262,Centre-Back,13000,188,84,23.77,32,Belgium,No,Belgium,Right,Normal,Low,High,60,30,51,57,71,76,57,62,58,64,61,81,60,83,76,70,39,38,20,66,31.92,0,none,Low-risk
235173,https://www.transfermarkt.com/ibrahim-sangare/profil/spieler/375885,Centre-Midfield,70000,191,77,21.11,25,England,No,Cote d'Ivoire,Right,Normal,Medium,High,66,66,74,75,81,86,69,64,64,79,76,78,87,91,75,84,68,74,64,76,61.06,2,Knee injury,Low-risk
258560,https://www.transfermarkt.com/slobodan-tedic/profil/spieler/505652,Attacker,18000,191,80,21.93,23,Serbia,Yes,Serbia,Right,Lean,Medium,Medium,58,63,50,60,25,75,53,62,62,61,42,76,62,85,65,19,62,58,65,66,17.2,0,none,Low-risk
276310,https://www.transfermarkt.com/ali-loune/profil/spieler/519868,Centre-Midfield,1000,180,80,24.69,21,Austria,No,Morocco,Right,Normal,Medium,Medium,61,44,54,55,54,60,60,61,60,50,65,63,54,63,58,51,37,45,38,44,0,0,none,Low-risk
269789,https://www.transfermarkt.com/rony-jansson/profil/spieler/716897,Centre-Back,500,183,72,21.5,20,Sweden,No,Finland,Right,Normal,Medium,Medium,63,23,43,46,54,55,64,63,50,43,61,57,55,59,45,55,22,42,35,42,56.86,0,none,Low-risk
274915,https://www.transfermarkt.com/el-hadji-malick-diouf/profil/spieler/1111589,Fullback,500,185,76,22.21,18,Czech Republic,No,Senegal,Left,Lean,Medium,Medium,63,28,34,42,53,58,61,65,45,50,50,60,52,64,52,52,26,29,25,46,57.33,0,none,Low-risk
270538,https://www.transfermarkt.com/frank-junior-adjei/profil/spieler/952210,Attacker,500,177,76,24.26,20,Sweden,No,Ghana,Right,Lean,Medium,Medium,69,50,45,56,25,50,68,69,62,35,66,48,50,56,34,22,49,48,52,52,62.15,0,none,Low-risk
258444,https://www.transfermarkt.com/evann-guessand/profil/spieler/500689,Attacker,20000,185,79,23.08,22,France,No,Cote d'Ivoire,Right,Normal,Medium,Medium,76,69,55,68,25,69,74,78,66,66,58,81,61,76,56,15,70,56,61,69,46.11,0,none,Low-risk
202429,https://www.transfermarkt.com/danny-da-costa/profil/spieler/85906,Fullback,23000,187,87,24.88,29,Germany,No,Germany,Right,Normal,High,High,78,56,65,69,71,81,76,79,65,70,66,86,84,80,79,71,70,68,40,65,44.57,0,none,Low-risk
216322,https://www.transfermarkt.com/jordy-hiwula/profil/spieler/201576,Attacker,2000,178,76,23.99,28,Scotland,Yes,England,Right,Normal,High,High,82,58,54,62,29,52,81,82,84,60,71,74,37,61,42,21,57,60,54,55,0,0,none,Low-risk
213152,https://www.transfermarkt.com/carlton-morris/profil/spieler/246963,Attacker,34000,185,85,24.84,27,England,No,England,Right,Stocky,High,Medium,75,71,55,67,32,75,74,76,66,70,60,87,69,82,63,39,74,65,64,68,75.09,0,none,Low-risk
246008,https://www.transfermarkt.com/jerry-skotadis/profil/spieler/613653,Centre-Midfield,700,178,73,23.04,23,Australia,Yes,Australia,Right,Lean,Medium,Medium,70,46,52,59,53,63,71,70,72,58,72,56,68,60,68,53,48,54,48,55,14,0,none,Low-risk
243618,https://www.transfermarkt.com/lukas-fadinger/profil/spieler/394018,Centre-Midfield,2000,176,65,20.98,22,Austria,No,Austria,Right,Lean,High,Medium,68,59,62,70,48,50,66,69,75,62,87,37,65,37,67,53,62,64,66,62,81.54,0,none,Low-risk
256545,https://www.transfermarkt.com/ante-bajic/profil/spieler/282918,Attacker,7000,183,70,20.9,27,Austria,No,Austria,Right,Lean,High,Medium,83,64,63,64,50,66,82,84,74,62,67,68,71,63,67,55,64,64,62,62,28.33,3,Ligament injury,Low-risk
232446,https://www.transfermarkt.com/kaan-kairinen/profil/spieler/322989,Centre-Midfield,900,185,74,21.62,24,Czech Republic,No,Finland,Left,Lean,Medium,High,64,60,74,75,62,70,66,63,68,76,69,68,74,72,59,67,63,77,68,78,70.3,0,none,Low-risk
260149,https://www.transfermarkt.com/markus-solbakken/profil/spieler/418567,Centre-Midfield,1000,182,70,21.13,22,Czech Republic,No,Norway,Right,Normal,Medium,Medium,74,57,64,67,60,70,76,73,69,65,67,70,76,70,64,65,62,64,52,65,44.83,0,none,Low-risk
242060,https://www.transfermarkt.com/ahmed-ashraf/profil/spieler/572667,Centre-Midfield,4000,178,76,23.99,29,Saudi Arabia,No,Saudi Arabia,Left,Lean,Medium,Low,73,49,55,64,35,52,74,72,80,48,63,58,46,62,33,23,54,54,52,45,6.43,0,none,Low-risk
252316,https://www.transfermarkt.com/hjalmar-ekdal/profil/spieler/392179,Centre-Back,28000,188,76,21.5,24,England,No,Sweden,Right,Lean,High,Medium,64,33,52,63,73,75,62,66,70,70,55,80,66,80,74,72,37,55,28,72,55.22,18,Knee injury,High-risk
212592,https://www.transfermarkt.com/andrew-farrell/profil/spieler/253616,Centre-Back,4000,180,75,23.15,32,United States,No,United States,Right,Stocky,Medium,Medium,74,47,63,66,67,78,73,74,73,68,66,79,78,81,72,67,57,58,31,64,51.56,0,none,Low-risk
262414,https://www.transfermarkt.com/andre-franco/profil/spieler/448470,Attacker,11000,177,70,22.34,25,Portugal,No,Portugal,Left,Lean,Medium,Low,74,70,71,73,41,63,73,75,72,69,72,66,71,61,58,40,68,76,54,69,41.52,0,none,Low-risk
235374,https://www.transfermarkt.com/manuel-lazzari/profil/spieler/331401,Wide-Midfield,51000,174,67,22.13,29,Italy,No,Italy,Right,Lean,High,Medium,92,62,76,82,70,66,93,92,89,78,89,66,86,56,66,73,74,74,55,76,68.15,5,"Calf injury,Calf injury",Low-risk
255233,https://www.transfermarkt.com/tomas-suslov/profil/spieler/540333,Centre-Midfield,9000,173,72,24.06,21,Italy,No,Slovakia,Left,Stocky,Medium,Medium,71,66,67,72,51,66,75,67,72,59,86,63,76,63,63,52,66,69,61,60,65.58,0,none,Low-risk
220995,https://www.transfermarkt.com/osarenren-okungbowa/profil/spieler/165407,Centre-Back,3000,189,85,23.8,29,Austria,Yes,Austria,Left,Normal,Medium,Medium,67,46,56,55,60,76,63,70,65,58,63,77,60,87,68,58,48,48,45,63,81.32,0,none,Low-risk
208535,https://www.transfermarkt.com/alfred-duncan/profil/spieler/184894,Centre-Midfield,40000,178,78,24.62,30,Italy,Yes,Ghana,Left,Normal,Medium,High,72,64,72,74,76,81,72,72,71,75,71,81,80,79,86,73,68,67,44,78,60.27,0,none,Low-risk
271754,https://www.transfermarkt.com/arif-kocaman/profil/spieler/889613,Centre-Back,1000,184,72,21.27,19,Türkiye,No,Türkiye,Left,Lean,Low,High,57,26,36,45,58,63,56,57,58,59,61,60,66,59,71,56,42,30,29,46,70.61,0,none,Low-risk
256899,https://www.transfermarkt.com/lorenzo-colombo/profil/spieler/487843,Attacker,31000,183,74,22.1,21,Italy,Yes,Italy,Left,Normal,Medium,Medium,67,74,51,68,29,74,65,68,66,67,68,80,68,76,73,18,77,54,63,67,0,0,none,Low-risk
228251,https://www.transfermarkt.com/lorenzo-pellegrini/profil/spieler/286297,Centre-Midfield,88000,186,77,22.26,27,Italy,No,Italy,Right,Lean,High,High,79,76,83,83,74,78,79,79,80,85,82,83,90,74,74,72,80,87,80,84,66.61,9,Hamstring injury,High-risk
234834,https://www.transfermarkt.com/komnen-andric/profil/spieler/260316,Attacker,10000,189,86,24.08,28,France,No,Serbia,Right,Normal,High,High,60,68,53,66,29,70,63,58,65,64,42,80,68,77,51,21,73,64,77,70,23.43,0,none,Low-risk
199550,https://www.transfermarkt.com/bruno-martins-indi/profil/spieler/112052,Centre-Back,9000,185,76,22.21,31,Netherlands,No,Netherlands,Left,Normal,Low,Medium,37,42,58,58,76,78,38,37,52,69,58,74,68,83,78,75,42,40,38,68,57.43,1,Hamstring injury,Low-risk
247203,https://www.transfermarkt.com/matej-hanousek/profil/spieler/267473,Fullback,5000,182,74,22.34,30,Türkiye,Yes,Czech Republic,Left,Normal,High,High,79,44,60,64,61,73,80,79,71,59,68,78,80,73,65,60,58,61,31,61,72.17,0,none,Low-risk
219812,https://www.transfermarkt.com/patrick-ciurria/profil/spieler/255838,Wide-Midfield,57000,178,67,21.15,28,Italy,No,Italy,Left,Lean,High,Medium,81,74,77,79,48,61,79,83,82,77,77,67,81,54,52,43,75,78,66,75,73.57,9,"Knee problems,Knee problems",High-risk
241026,https://www.transfermarkt.com/tomas-chancalay/profil/spieler/533565,Attacker,15000,179,76,23.72,25,United States,No,Argentina,Right,Normal,Medium,Low,81,72,70,75,40,62,81,81,82,69,80,71,72,58,57,42,70,67,63,71,73.61,4,Knee injury,Low-risk
274728,https://www.transfermarkt.com/samba-diallo/profil/spieler/649030,Attacker,500,168,64,22.68,20,Ukraine,No,Senegal,Right,Stocky,Medium,Medium,66,50,56,61,22,42,68,64,55,43,88,36,61,38,32,15,54,56,54,44,25.29,5,Partial damage to the cruciate ligament,Low-risk
244112,https://www.transfermarkt.com/daniel-kofi-kyereh/profil/spieler/272587,Centre-Midfield,26000,179,73,22.78,27,Germany,No,Ghana,Right,Normal,Medium,Medium,80,72,66,81,24,61,88,74,90,74,86,74,78,58,44,24,74,71,52,65,0,46,Cruciate ligament tear,High-risk
242542,https://www.transfermarkt.com/aaron-herrera/profil/spieler/401362,Fullback,4000,180,71,21.91,27,United States,Yes,Guatemala,Right,Normal,Medium,High,69,48,67,66,66,75,70,69,63,67,59,74,76,76,71,64,68,67,42,61,90,9,Ankle injury,High-risk
